,Order_No,Time from Pickup to Arrival
162,Order_No_10438,1515.2181540651168
163,Order_No_23513,1653.5809912167174
164,Order_No_9878,1228.142647008998
165,Order_No_9218,1325.5341898178672
166,Order_No_28256,1493.6549793206423
167,Order_No_25676,1042.010478383936
168,Order_No_26922,1562.8516175585273
169,Order_No_7589,1042.2176163341392
170,Order_No_124,2247.5665076696623
171,Order_No_14779,1235.2637747787865
172,Order_No_26218,1225.433908751732
173,Order_No_19977,1194.4225559344416
174,Order_No_14440,1289.4903653095798
175,Order_No_9561,1245.5758771353098
176,Order_No_9009,1022.6621760196217
177,Order_No_20146,2084.32970258927
178,Order_No_7718,1478.7060471385835
179,Order_No_16083,1265.3410449614053
180,Order_No_3126,979.861091746523
181,Order_No_801,817.85989386386
182,Order_No_5373,1485.8807149309366
183,Order_No_7421,675.8162395386695
184,Order_No_602,2895.3384228349005
185,Order_No_9418,1418.2205142140451
186,Order_No_27144,1436.2436008896034
187,Order_No_16792,922.0622955223776
188,Order_No_21252,1471.0433722363405
189,Order_No_21129,1597.965447286324
190,Order_No_18774,1675.5818662085744
191,Order_No_20974,1317.9296124275163
192,Order_No_5267,1141.8600221439733
193,Order_No_25107,1278.1445083874214
194,Order_No_611,2347.1132871511286
195,Order_No_13596,1778.9230334827366
196,Order_No_465,857.0241397789754
197,Order_No_2236,2156.277608985536
198,Order_No_3411,857.6330619405207
199,Order_No_17613,1382.231323555161
200,Order_No_27381,2143.1225865650376
201,Order_No_26072,1377.8396064981603
202,Order_No_19414,2444.3032178292005
203,Order_No_21954,1904.0099650207303
204,Order_No_22538,1874.7174867210447
205,Order_No_10756,1792.7492290341156
206,Order_No_23756,1670.9029166105365
207,Order_No_3807,2210.9351540967778
208,Order_No_18694,1411.8137910076803
209,Order_No_27245,1075.0589333270143
210,Order_No_12437,836.4255619686005
211,Order_No_27751,1353.4305924501332
212,Order_No_22832,1854.3339997069675
213,Order_No_3904,1338.5418772624996
214,Order_No_5230,1161.951736303859
215,Order_No_13968,979.7051719330597
216,Order_No_23129,737.8482828183546
217,Order_No_25454,1549.4767905010926
218,Order_No_25963,1374.6344911734593
219,Order_No_13552,1420.9159537654461
220,Order_No_2495,1392.7498209493842
221,Order_No_5081,1078.2786587359778
222,Order_No_2922,1251.7277806720308
223,Order_No_2016,1569.7689642655796
224,Order_No_1104,1495.978660230658
225,Order_No_27980,1005.0559942804377
226,Order_No_26414,2167.454806574923
227,Order_No_22882,2178.541253305165
228,Order_No_18730,2080.037538622477
229,Order_No_22573,1262.5558671685528
230,Order_No_3483,1242.3647615474213
231,Order_No_23613,1320.8277242197075
232,Order_No_13591,1656.4775264205207
233,Order_No_11271,1237.8726794114864
234,Order_No_26896,1482.8261004279498
235,Order_No_8184,1087.8636892637735
236,Order_No_19027,2622.8169101903522
237,Order_No_1146,1070.4165570809982
238,Order_No_192,1094.065889133547
239,Order_No_14758,828.5109415820058
240,Order_No_23931,1086.9880395951407
241,Order_No_9924,2006.1453194118044
242,Order_No_21201,1374.2694604660628
243,Order_No_12726,1002.0933803288519
244,Order_No_25899,874.9541681935011
245,Order_No_26621,1538.2458255137149
246,Order_No_17483,1512.2085816280307
247,Order_No_2943,2142.0000451458095
248,Order_No_6923,1469.7197382362472
249,Order_No_181,2104.466897383244
250,Order_No_19543,1435.7244255718217
251,Order_No_11022,1828.4825383332836
252,Order_No_16940,1673.5426280109987
253,Order_No_22316,1511.4382928274815
254,Order_No_24662,1528.825538583706
255,Order_No_7034,2671.1547339155286
256,Order_No_13090,1472.880250014163
257,Order_No_761,819.9006456338543
258,Order_No_25720,1167.7432240651424
259,Order_No_12467,2192.1288821616245
260,Order_No_16527,647.9285677101881
261,Order_No_15886,1500.399618817998
262,Order_No_14129,1154.6312428446035
263,Order_No_22079,3760.8737129440724
264,Order_No_9552,1428.8421416351302
265,Order_No_28093,856.2024072398746
266,Order_No_3167,1014.546904052264
267,Order_No_18111,1001.8840203914227
268,Order_No_10981,876.5138538695553
269,Order_No_17959,2618.588043680097
270,Order_No_19855,466.8581557647824
271,Order_No_21278,1834.1269424637433
272,Order_No_5819,2106.615085688597
273,Order_No_26651,967.5122043874421
274,Order_No_6273,987.2007616698367
275,Order_No_15656,1122.858838470552
276,Order_No_22,2317.6775498856205
277,Order_No_17367,2969.856537153356
278,Order_No_257,1433.0195306738508
279,Order_No_15175,2141.3302205466034
280,Order_No_546,2036.2323848429194
281,Order_No_20915,1013.9670893743643
282,Order_No_22885,1632.3459694324335
283,Order_No_4613,2857.684414100838
284,Order_No_5473,1217.0206564256919
285,Order_No_4698,1068.2296197900828
286,Order_No_5638,1406.1710917499324
287,Order_No_20471,2506.9952068018247
288,Order_No_17954,1439.962318451425
289,Order_No_14468,3116.4719157355676
290,Order_No_2968,1594.9220683851424
291,Order_No_24419,1449.4629472766194
292,Order_No_7674,2432.116784005413
293,Order_No_26560,864.3505299230509
294,Order_No_15611,1429.0385163955004
295,Order_No_15085,2096.568062815564
296,Order_No_1440,2192.3568736113566
297,Order_No_18237,1547.9593152940724
298,Order_No_8092,1651.4713952360803
299,Order_No_529,1729.300970712708
300,Order_No_22717,1565.9899577557344
301,Order_No_3509,1339.1180952047903
302,Order_No_26201,1636.3956859550003
303,Order_No_20497,1198.2451783059394
304,Order_No_12558,1674.0161471950469
305,Order_No_23463,812.1010850949718
306,Order_No_18978,2404.080640046063
307,Order_No_5508,1538.4196780669574
308,Order_No_11317,753.5230306688358
309,Order_No_13632,1041.5574975107459
310,Order_No_3751,1694.6549660232308
311,Order_No_27592,2619.663827851172
312,Order_No_25276,1887.045798410035
313,Order_No_18188,1856.4935494791284
314,Order_No_27593,1472.1564168998939
315,Order_No_2022,1366.1162865351896
316,Order_No_4713,1097.0689723698094
317,Order_No_23001,1394.1559951711251
318,Order_No_9222,1978.636486492744
319,Order_No_3417,1742.706820972005
320,Order_No_3133,1165.483219421955
321,Order_No_1571,1288.7704785831193
322,Order_No_14300,2149.9117512273583
323,Order_No_4825,1527.7331890354383
324,Order_No_26248,1369.1708547390242
325,Order_No_22868,1259.878832532031
326,Order_No_793,1226.0617056205142
327,Order_No_891,2295.4499141289593
328,Order_No_6505,1401.9647890075125
329,Order_No_12415,1362.1422602435123
330,Order_No_5850,1394.670176797134
331,Order_No_12144,1312.5894292098433
332,Order_No_7476,1720.9769584517362
333,Order_No_20096,2305.308325518774
334,Order_No_13743,1394.975781802189
335,Order_No_4724,1747.1371185867492
336,Order_No_13814,1952.863542420645
337,Order_No_15469,1719.550185655297
338,Order_No_5324,1829.1454095500164
339,Order_No_11383,2530.5324047690706
340,Order_No_11795,1542.4792064512699
341,Order_No_28131,1751.2174885803176
342,Order_No_9343,1720.8531086892235
343,Order_No_14195,1430.335718366026
344,Order_No_2454,1875.3886245644385
345,Order_No_26609,1108.9798870277853
346,Order_No_28252,1766.3158293477181
347,Order_No_23205,2123.222760191339
348,Order_No_9462,1721.954435186006
349,Order_No_5007,2369.6592043056266
350,Order_No_19715,1243.971228508232
351,Order_No_18543,1230.3600796230157
352,Order_No_4723,1018.3041137518203
353,Order_No_8211,2460.4604866537225
354,Order_No_20360,1350.3127705487536
355,Order_No_24462,2467.108093480617
356,Order_No_25386,1011.053117635673
357,Order_No_26627,2665.2303927008807
358,Order_No_26824,1073.3621795846047
359,Order_No_16072,1768.1656709799802
360,Order_No_26274,2046.5506663188619
361,Order_No_24873,1788.3031737155843
362,Order_No_2196,1215.8621886743204
363,Order_No_6178,1701.4822177140836
364,Order_No_4860,1149.8916948516114
365,Order_No_15161,3016.7044731739365
366,Order_No_17712,1283.9840803051877
367,Order_No_19520,2318.611616117066
368,Order_No_1723,1504.5522893967984
369,Order_No_8405,949.5764786184772
370,Order_No_15590,1421.9697883313534
371,Order_No_19280,2602.5490090520557
372,Order_No_19525,2103.6495904203057
373,Order_No_12356,1268.912509043287
374,Order_No_22797,1641.3160740644312
375,Order_No_14572,1383.337816086297
376,Order_No_24329,1372.5235299448784
377,Order_No_8204,1440.9381260313837
378,Order_No_24862,1243.7263278266507
379,Order_No_7993,1337.215401187726
380,Order_No_25182,897.6435721496085
381,Order_No_26175,2330.8786893942934
382,Order_No_22936,1768.0746307710328
383,Order_No_9627,973.9922478866267
384,Order_No_21478,1256.5968454278943
385,Order_No_2713,1381.7366901319097
386,Order_No_12912,1159.1348315844539
387,Order_No_9733,1414.1605118667437
388,Order_No_27705,1494.8786139737233
389,Order_No_24072,1237.6307421409401
390,Order_No_6066,634.0649181714522
391,Order_No_23990,2480.9369833226124
392,Order_No_15876,1481.1568626127346
393,Order_No_9212,2101.6960174230007
394,Order_No_11773,2396.8942082242547
395,Order_No_17001,2465.062784123
396,Order_No_19824,1426.393679920758
397,Order_No_7583,1855.2852698213287
398,Order_No_23644,1292.4663372265002
399,Order_No_27423,1849.5826202607327
400,Order_No_1309,1790.020928174849
401,Order_No_5014,505.31662080202693
402,Order_No_27602,2776.573022933966
403,Order_No_2683,1579.367755227277
404,Order_No_16570,1013.759570115986
405,Order_No_5495,1693.763151243603
406,Order_No_11062,1586.74369973974
407,Order_No_15357,968.3588284045389
408,Order_No_20901,1564.389686141859
409,Order_No_3808,1451.5658966255837
410,Order_No_25818,2154.154560041064
411,Order_No_3542,846.7777673582281
412,Order_No_22955,1517.1080377559595
413,Order_No_5028,1746.1711588244364
414,Order_No_13893,1907.1843202148734
415,Order_No_16106,1720.7295741542969
416,Order_No_7035,2941.6026533757176
417,Order_No_23600,1096.2268344479228
418,Order_No_10096,2012.154762287139
419,Order_No_4422,1428.6235680090797
420,Order_No_10341,1309.8647199180095
421,Order_No_4605,1517.4262541424894
422,Order_No_25427,989.6959733868842
423,Order_No_860,2098.5204668554334
424,Order_No_11938,795.6985499641938
425,Order_No_13777,1714.2483671928142
426,Order_No_19433,615.2797330415999
427,Order_No_7271,1906.0520960657518
428,Order_No_3128,1227.0363495575039
429,Order_No_24648,1838.1216940938184
430,Order_No_7965,1287.5534015075384
431,Order_No_23539,3283.2801208346777
432,Order_No_620,1627.3572139781331
433,Order_No_16350,1172.7044058529139
434,Order_No_13676,1130.7999800851255
435,Order_No_20882,1785.8030270694917
436,Order_No_3166,2364.463444264773
437,Order_No_3996,1261.8555349756239
438,Order_No_13507,970.2688709638271
439,Order_No_6049,1677.2042005628034
440,Order_No_11012,1608.520613203671
441,Order_No_7826,1693.0793811244366
442,Order_No_11432,1809.5660571235408
443,Order_No_23548,1531.8620438854757
444,Order_No_7735,842.7574513140216
445,Order_No_2526,990.8323506288311
446,Order_No_2752,1000.5649529880598
447,Order_No_9824,1723.749370165964
448,Order_No_1993,2295.202905698001
449,Order_No_715,1325.9239334609163
450,Order_No_287,1537.2855063971383
451,Order_No_13954,2018.2895061693812
452,Order_No_25369,1006.8521977277844
453,Order_No_21794,1141.7469833103016
454,Order_No_23016,1750.5974401428452
455,Order_No_27703,1106.1763956511313
456,Order_No_22610,1818.4730340335352
457,Order_No_26104,1776.1827642038486
458,Order_No_9200,1309.2126291811871
459,Order_No_3963,1044.4369835093605
460,Order_No_24998,1201.5595976490094
461,Order_No_24952,1884.7046381257976
462,Order_No_16235,2214.592367612322
463,Order_No_15692,1174.1802984065253
464,Order_No_1732,935.3550413545047
465,Order_No_13963,1131.0229844589621
466,Order_No_25436,1076.8226687881372
467,Order_No_12173,1319.243996465738
468,Order_No_8096,1839.6677088464194
469,Order_No_16354,1512.1336589849623
470,Order_No_4998,1326.7792578431493
471,Order_No_19767,1110.3191663755656
472,Order_No_17583,1408.6396310118048
473,Order_No_20165,1571.9844290799915
474,Order_No_27413,2317.2064913269965
475,Order_No_18577,1264.0899794067425
476,Order_No_27366,1024.9960020613573
477,Order_No_2182,1241.0961107168664
478,Order_No_23384,1726.1742772084804
479,Order_No_23544,1136.9850614203701
480,Order_No_25780,1606.8501259317752
481,Order_No_24473,1487.1492166672356
482,Order_No_1017,1548.1643206631775
483,Order_No_4219,1329.2886670547218
484,Order_No_26712,1812.2101192245193
485,Order_No_12769,1194.6926714529163
486,Order_No_23300,2527.6274089128697
487,Order_No_12204,1705.8894474414794
488,Order_No_15798,559.7552420161105
489,Order_No_22980,1292.5761229058876
490,Order_No_7451,893.0003816007538
491,Order_No_22233,1434.544535351184
492,Order_No_21329,1469.6256312847117
493,Order_No_3821,1406.114571367334
494,Order_No_15311,1132.3799099617675
495,Order_No_2634,1039.9429596826405
496,Order_No_13267,1069.400879505382
497,Order_No_18825,1995.919604224689
498,Order_No_1226,1213.14790830779
499,Order_No_23290,1368.8425674824273
500,Order_No_5187,1498.7520216605299
501,Order_No_24109,2825.826969927238
502,Order_No_20780,869.4212246316479
503,Order_No_21195,1454.8903134470238
504,Order_No_20277,1198.0952372823726
505,Order_No_25197,744.7217981866395
506,Order_No_4300,726.6345171445732
507,Order_No_8640,2335.140526559831
508,Order_No_7512,3131.5128306314837
509,Order_No_1820,2150.295467266089
510,Order_No_18556,2216.0291257763315
511,Order_No_23927,2101.8788666303653
512,Order_No_8005,1432.6338071854645
513,Order_No_2549,1761.1356179428308
514,Order_No_27750,697.5632144961077
515,Order_No_24292,1056.7346548614403
516,Order_No_6218,2162.8813364306206
517,Order_No_26297,1023.4225365690971
518,Order_No_26382,1631.8503483722816
519,Order_No_2933,743.9915055741792
520,Order_No_1643,3380.6197339208047
521,Order_No_1795,1482.776074326132
522,Order_No_19055,1250.8497164336084
523,Order_No_16755,1844.634960254317
524,Order_No_7552,1071.5529129452984
525,Order_No_954,1471.7660674165534
526,Order_No_13396,831.8405364876162
527,Order_No_272,994.8943244683945
528,Order_No_7526,1449.7622832933644
529,Order_No_7639,737.5859580435122
530,Order_No_362,1453.231781769523
531,Order_No_11265,2044.307229500193
532,Order_No_19991,1471.013747193714
533,Order_No_2898,1703.6525189287186
534,Order_No_24041,1759.7745321041307
535,Order_No_9306,1439.3424482819382
536,Order_No_24256,2819.838297732582
537,Order_No_3358,1313.3497066622308
538,Order_No_18458,1711.4680752925535
539,Order_No_24037,1031.3835038553175
540,Order_No_21745,1485.875775422345
541,Order_No_24791,2090.8625647417634
542,Order_No_6329,856.9630726041535
543,Order_No_8694,1173.1450745185048
544,Order_No_27757,1337.2683838977339
545,Order_No_4758,2068.041412453924
546,Order_No_14631,1913.2913279890763
547,Order_No_3434,1709.5436026149282
548,Order_No_13846,2569.0724797149064
549,Order_No_12622,1095.1219027092307
550,Order_No_9441,2638.691400701143
551,Order_No_90,2509.6285083860203
552,Order_No_7946,2258.0585410042977
553,Order_No_1197,3127.2583786086784
554,Order_No_1201,2404.6028458183046
555,Order_No_23299,2161.74367415749
556,Order_No_21272,1278.3345260599256
557,Order_No_23873,1415.8647134082548
558,Order_No_12427,1312.8802782082676
559,Order_No_22203,1412.4257298282546
560,Order_No_18445,1396.3766955221013
561,Order_No_26717,1310.0219522239847
562,Order_No_22256,1054.7266199920118
563,Order_No_18400,2448.7053427938336
564,Order_No_9350,1326.339521687525
565,Order_No_19162,1439.948914193972
566,Order_No_14922,693.6551571045579
567,Order_No_2131,1458.997515149702
568,Order_No_23408,1722.5864131847284
569,Order_No_2149,1516.1762352535206
570,Order_No_10310,2044.4813356587192
571,Order_No_8168,1656.60713739687
572,Order_No_2601,1005.7992634571381
573,Order_No_13698,3234.3287984864346
574,Order_No_26624,1529.9872257265674
575,Order_No_27107,1045.7361607077316
576,Order_No_5323,808.502383868353
577,Order_No_22269,832.7857765431379
578,Order_No_21736,1234.6919515370266
579,Order_No_11521,1391.3159214111179
580,Order_No_22671,1019.7135178272827
581,Order_No_7912,671.152835064401
582,Order_No_5344,1132.1347126615494
583,Order_No_21928,1357.5905455197292
584,Order_No_7074,499.1882350535576
585,Order_No_13915,2017.575672805021
586,Order_No_24101,1950.9688537002394
587,Order_No_18299,906.6624603302978
588,Order_No_15816,1004.8122757823403
589,Order_No_24483,907.8290446081919
590,Order_No_20072,2189.2874237175442
591,Order_No_14156,1877.2205746429117
592,Order_No_18214,957.8967058445357
593,Order_No_18224,1923.7309671632138
594,Order_No_11799,1252.2302056293518
595,Order_No_22357,1676.7775421105746
596,Order_No_25600,2612.4949380197477
597,Order_No_8407,983.3003405867515
598,Order_No_6064,1150.8160263449336
599,Order_No_6036,1779.1299994771111
600,Order_No_9128,932.1798438085577
601,Order_No_1426,1405.1932897174838
602,Order_No_19831,1137.1003547008386
603,Order_No_28105,2339.416189100873
604,Order_No_24585,3137.289003176375
605,Order_No_23807,2040.9763657350363
606,Order_No_24697,1676.2714782450762
607,Order_No_19103,1362.8256295861295
608,Order_No_6192,2313.8672154903934
609,Order_No_24346,1636.6520568269916
610,Order_No_9862,1382.4088467727156
611,Order_No_24734,1592.3394799250548
612,Order_No_18189,998.1975045533763
613,Order_No_27172,3239.882613863711
614,Order_No_14011,1361.4024699407278
615,Order_No_20671,3129.564015900819
616,Order_No_17099,1378.4069059341764
617,Order_No_22897,1419.9670675181846
618,Order_No_22494,2677.6605017686006
619,Order_No_4077,1384.600337067305
620,Order_No_21220,1334.1021554642637
621,Order_No_13220,1817.0576906216459
622,Order_No_19174,1757.0317081303906
623,Order_No_18713,889.1815400285925
624,Order_No_21298,947.7331365227162
625,Order_No_10814,997.005720044137
626,Order_No_23640,1218.2243000936992
627,Order_No_12642,1568.1331196195
628,Order_No_14796,2703.12630052539
629,Order_No_6235,1196.2974274514984
630,Order_No_17745,1545.9972281683
631,Order_No_22977,2328.199684062549
632,Order_No_13495,2257.2696482345555
633,Order_No_28033,662.5559426707218
634,Order_No_2273,1015.3140447108526
635,Order_No_22178,2103.9490848822024
636,Order_No_23625,2099.9688904014038
637,Order_No_10849,2255.085497071367
638,Order_No_26443,1199.1749816858458
639,Order_No_20259,2398.236042503924
640,Order_No_15020,986.09973331172
641,Order_No_20222,1858.0994768340024
642,Order_No_1227,877.834803591307
643,Order_No_14684,1440.649742814332
644,Order_No_7219,944.5663905662163
645,Order_No_23991,1693.6482744235504
646,Order_No_3544,988.965050148111
647,Order_No_12140,1546.740360623388
648,Order_No_16428,1360.0092855413907
649,Order_No_24237,1070.805296998916
650,Order_No_20812,1135.9733297983175
651,Order_No_17969,1160.3115384339162
652,Order_No_7106,1395.0787164731942
653,Order_No_25181,1336.156708628934
654,Order_No_20059,2230.613643595002
655,Order_No_11464,1380.1242668798632
656,Order_No_19530,819.1222704597069
657,Order_No_7266,1621.4084674609253
658,Order_No_14776,1131.7764387274854
659,Order_No_8187,1426.885507764366
660,Order_No_11058,785.465427258091
661,Order_No_24929,2052.692670571323
662,Order_No_14431,1199.6429046659757
663,Order_No_23643,1217.1714789489192
664,Order_No_5633,1566.9255623755594
665,Order_No_21622,930.3904487462689
666,Order_No_1008,1299.8032326931034
667,Order_No_8970,1332.1935494174218
668,Order_No_16328,946.532666586676
669,Order_No_5604,1057.7713142863136
670,Order_No_23474,1218.2556304447314
671,Order_No_10688,1682.0539233541865
672,Order_No_18491,951.368684441807
673,Order_No_20857,1251.357054418189
674,Order_No_28176,1988.7823862990667
675,Order_No_13933,1432.187459373742
676,Order_No_21397,1322.1212822779291
677,Order_No_27085,1130.2186971562912
678,Order_No_9860,1278.5970407441348
679,Order_No_19842,1772.3751017353338
680,Order_No_2690,1394.2791131141448
681,Order_No_13189,1271.49871842684
682,Order_No_21567,1425.0311216938776
683,Order_No_26409,1219.2026648978167
684,Order_No_13863,3701.330858220942
685,Order_No_4153,1123.9508518670689
686,Order_No_27691,1797.1279020643206
687,Order_No_11007,1548.506357263048
688,Order_No_22244,1626.2148860587722
689,Order_No_1004,1456.7468738728933
690,Order_No_27383,1554.777412161991
691,Order_No_2127,1660.157644475647
692,Order_No_18020,2536.627646633047
693,Order_No_8516,2082.7938251225737
694,Order_No_10405,1415.0168182899479
695,Order_No_1078,1378.612283311431
696,Order_No_11513,1484.1236415014948
697,Order_No_12856,1623.704203214233
698,Order_No_11810,764.7446974723916
699,Order_No_23272,1716.3169628084686
700,Order_No_20209,1219.8014479386748
701,Order_No_12748,1320.0197888692678
702,Order_No_12539,1263.5332928274536
703,Order_No_5529,1867.2779373249277
704,Order_No_2518,1003.7531894887204
705,Order_No_21137,1081.3775414991358
706,Order_No_27969,1524.4539397550782
707,Order_No_23008,1258.517768620699
708,Order_No_5583,1357.2138789048922
709,Order_No_4761,1314.0442635044171
710,Order_No_9669,1700.9505902266696
711,Order_No_24806,1241.8007661291113
712,Order_No_18985,1581.900273062881
713,Order_No_12565,2593.12934740376
714,Order_No_9560,1191.7391948321645
715,Order_No_18862,1093.5037121534347
716,Order_No_4922,1499.309734709342
717,Order_No_21441,1435.9850101568834
718,Order_No_9159,1367.9955081084315
719,Order_No_9022,2943.4569280890064
720,Order_No_27049,1530.8607232069348
721,Order_No_26486,2051.886345743412
722,Order_No_4097,1324.6851118736772
723,Order_No_23139,962.7519598703334
724,Order_No_25363,894.9147833804695
725,Order_No_26892,868.984255045631
726,Order_No_3469,835.0260420919138
727,Order_No_23231,1419.659274525334
728,Order_No_15424,2306.1116086406732
729,Order_No_19610,2513.1597880011786
730,Order_No_24926,596.2715860266683
731,Order_No_637,827.5618625505575
732,Order_No_27648,1161.8077105832026
733,Order_No_25227,2203.2305474840596
734,Order_No_9982,1416.2415588034758
735,Order_No_4345,2238.2642765118153
736,Order_No_8175,1131.0022924932675
737,Order_No_2570,1084.5349128770447
738,Order_No_3236,2070.737181901538
739,Order_No_19276,1188.8701272319108
740,Order_No_3115,2112.2002488931544
741,Order_No_2920,2435.5709034014926
742,Order_No_25352,1546.9957373599057
743,Order_No_27839,923.690818725376
744,Order_No_9256,1392.0058053768707
745,Order_No_482,1854.0020945738943
746,Order_No_13576,836.0175665280874
747,Order_No_19782,1713.843119642083
748,Order_No_22117,1457.4774245331614
749,Order_No_3924,1791.0335321290054
